TransactionID,itemDescription
3932_2014-05-07,"bottled beer,coffee"
3933_2014-07-12,"shopping bags,waffles"
3933_2014-12-02,"hard cheese,salty snack"
3934_2014-03-27,"margarine,rolls/buns"
3934_2014-09-24,"bottled beer,specialty bar"
3934_2015-03-27,"whipped/sour cream,whole milk"
3934_2015-05-01,"bottled beer,cling film/bags,newspapers,shopping bags,whole milk"
3935_2014-04-12,"specialty bar,tropical fruit,yogurt"
3935_2014-10-19,"rolls/buns,waffles"
3935_2015-07-02,"berries,rolls/buns,sausage"
3936_2014-06-27,"domestic eggs,other vegetables"
3936_2014-08-06,"ham,pickled vegetables"
3937_2014-10-02,"rolls/buns,soda"
3937_2014-10-08,"UHT-milk,tea"
3937_2015-04-25,"citrus fruit,white wine"
3937_2015-05-04,"butter,sparkling wine"
3937_2015-11-19,"salty snack,tropical fruit"
3938_2014-04-23,"canned vegetables,chicken,whipped/sour cream"
3938_2014-07-29,"pip fruit,white bread"
3938_2014-08-16,"bottled water,cereals,other vegetables"
3938_2014-10-11,"citrus fruit,shopping bags"
3938_2015-05-18,"pork,whole milk"
3938_2015-05-26,"berries,ham"
3938_2015-07-31,"meat,other vegetables"
3939_2014-09-25,"abrasive cleaner,pip fruit"
3939_2015-02-10,"cake bar,curd,ketchup"
3940_2015-01-16,"beef,semi-finished bread"
3940_2015-03-09,"bottled water,root vegetables"
3941_2014-11-10,"berries,curd,specialty cheese"
3942_2014-01-01,"Instant food products,other vegetables,yogurt"
3942_2014-03-07,"condensed milk,white wine"
3942_2014-04-18,"shopping bags,soda"
3942_2014-05-06,"canned fish,domestic eggs,rolls/buns"
3942_2014-11-05,"dish cleaner,frozen vegetables,waffles,whole milk"
3942_2014-12-16,"cling film/bags,flour,hamburger meat"
3942_2015-04-04,"condensed milk,other vegetables,soups,whole milk"
3942_2015-11-10,"other vegetables,rolls/buns"
3943_2014-04-03,"baking powder,condensed milk"
3944_2015-01-03,"baking powder,cream cheese ,onions"
3945_2014-01-25,"pip fruit,rolls/buns"
3945_2014-10-15,"cereals,margarine"
3945_2015-10-04,"onions,seasonal products"
3946_2014-04-19,"rice,roll products ,whole milk"
3946_2014-12-26,"cake bar,salt"
3946_2015-02-13,"newspapers,whipped/sour cream"
3946_2015-06-19,"berries,butter milk,citrus fruit,napkins"
3946_2015-11-19,"newspapers,root vegetables"
3947_2014-02-08,"chewing gum,photo/film"
3947_2014-05-13,"newspapers,pip fruit"
3947_2014-12-05,"cocoa drinks,red/blush wine"
3947_2015-04-16,"packaged fruit/vegetables,rolls/buns"
3947_2015-06-13,"liver loaf,meat"
3948_2014-02-20,"shopping bags,sparkling wine,waffles"
3948_2014-04-08,"toilet cleaner,whipped/sour cream"
3948_2014-04-10,"soda,whole milk"
3948_2014-09-17,"bottled beer,whole milk"
3948_2015-06-15,"berries,cleaner,ham,rolls/buns,rum,whole milk"
3949_2015-04-01,"bottled water,other vegetables"
3950_2014-01-22,"cat food,white bread"
3950_2014-12-11,"napkins,whole milk"
3950_2015-05-12,"bottled water,chicken,detergent,flour,whole milk,yogurt"
3950_2015-10-01,"tropical fruit,white bread"
3950_2015-12-05,"chocolate,herbs"
3952_2014-04-03,"butter,rolls/buns"
3952_2014-07-27,"abrasive cleaner,other vegetables"
3952_2014-11-04,"beef,soda"
3952_2015-10-30,"brown bread,meat spreads,sausage"
3953_2014-05-13,"bottled beer,red/blush wine"
3953_2014-05-19,"root vegetables,soda"
3953_2015-01-10,"berries,pork"
3953_2015-05-13,"brown bread,pip fruit,sausage"
3954_2015-01-21,"beef,frankfurter,frozen fish,napkins,rice"
3954_2015-02-10,"canned beer,onions"
3955_2015-08-28,"beverages,canned beer,sausage,whole milk"
3955_2015-11-23,"root vegetables,whipped/sour cream"
3956_2014-01-01,"chocolate,shopping bags,waffles,yogurt"
3956_2014-05-20,"chocolate,hamburger meat,processed cheese"
3956_2014-08-07,"canned fish,margarine"
3956_2014-08-15,"margarine,soda"
3956_2014-10-26,"Instant food products,domestic eggs,sugar"
3956_2014-12-19,"butter milk,root vegetables"
3957_2014-07-19,"cake bar,canned vegetables,root vegetables"
3957_2014-07-20,"bottled water,curd,salt,tropical fruit"
3957_2014-07-29,"bottled water,chicken"
3957_2014-09-01,"newspapers,salty snack"
3957_2014-10-03,"bottled water,rolls/buns"
3957_2015-02-15,"frozen potato products,fruit/vegetable juice,whole milk"
3957_2015-05-15,"beef,curd,domestic eggs,frankfurter,hard cheese,processed cheese,shopping bags"
3958_2015-03-04,"citrus fruit,rolls/buns"
3958_2015-10-27,"brown bread,curd"
3958_2015-11-04,"rolls/buns,soda"
3959_2014-05-21,"instant coffee,rolls/buns"
3959_2014-07-05,"hamburger meat,whipped/sour cream"
3959_2014-12-03,"softener,sparkling wine"
3959_2015-04-12,"popcorn,white bread"
3959_2015-05-27,"dishes,pip fruit,sliced cheese"
3959_2015-10-05,"domestic eggs,tropical fruit"
3960_2014-01-23,"baking powder,frozen potato products"
3960_2014-02-15,"rolls/buns,root vegetables,whipped/sour cream"
3960_2014-05-14,"curd,margarine,whipped/sour cream"
3960_2015-03-25,"root vegetables,tropical fruit"
3960_2015-06-20,"frankfurter,long life bakery product"
3960_2015-09-21,"frankfurter,specialty bar,whole milk"
3960_2015-10-21,"canned beer,pork,processed cheese,root vegetables,snack products,sugar"
3961_2014-06-23,"bottled water,butter"
3961_2014-12-18,"soda,tropical fruit"
3961_2015-03-05,"finished products,sausage"
3961_2015-12-24,"bottled water,processed cheese,yogurt"
3962_2014-11-15,"butter,rolls/buns"
3962_2014-12-13,"rolls/buns,white bread"
3962_2015-05-28,"coffee,pork,yogurt"
3962_2015-09-18,"coffee,hamburger meat,sliced cheese,tropical fruit,whipped/sour cream"
3962_2015-09-20,"sauces,sausage"
3963_2014-06-01,"candy,domestic eggs"
3963_2014-09-21,"citrus fruit,whipped/sour cream"
3963_2015-01-26,"meat spreads,sausage"
3963_2015-02-21,"candles,liquor (appetizer),other vegetables,red/blush wine,specialty bar"
3963_2015-09-17,"pork,whole milk"
3964_2014-01-30,"pastry,root vegetables"
3964_2014-03-11,"bottled water,root vegetables,whipped/sour cream"
3965_2014-03-20,rolls/buns
3965_2014-09-21,"white bread,yogurt"
3965_2014-10-16,"domestic eggs,sausage"
3965_2014-12-30,"semi-finished bread,tropical fruit"
3966_2014-01-07,"canned beer,whole milk"
3966_2014-04-07,"root vegetables,shopping bags,whipped/sour cream"
3966_2014-06-19,"frozen vegetables,root vegetables"
3966_2015-01-11,"tropical fruit,whole milk"
3966_2015-06-01,"frankfurter,root vegetables"
3967_2014-01-23,"hard cheese,rolls/buns"
3967_2014-02-20,"other vegetables,whipped/sour cream"
3967_2014-03-07,"chocolate,soda"
3967_2014-10-10,"root vegetables,shopping bags"
3967_2015-01-21,"butter,root vegetables"
3967_2015-05-30,"pasta,specialty bar,yogurt"
3967_2015-11-23,"sauces,whole milk"
3968_2014-11-05,"bottled beer,frozen vegetables"
3968_2015-11-12,"dessert,newspapers,white bread"
3969_2014-09-05,"dog food,waffles,whole milk"
3969_2015-03-05,"rolls/buns,root vegetables"
3970_2014-11-02,"berries,processed cheese"
3971_2014-02-04,"chocolate marshmallow,whole milk"
3971_2014-11-11,"bottled beer,whole milk"
3971_2015-06-17,"domestic eggs,hamburger meat,sausage,specialty cheese,tropical fruit,zwieback"
3971_2015-10-19,"frankfurter,rolls/buns"
3971_2015-12-30,"bottled beer,brown bread"
3972_2014-04-03,"UHT-milk,frankfurter"
3972_2014-04-07,"baking powder,butter"
3972_2014-05-04,"chewing gum,rice,rolls/buns"
3972_2014-08-14,"candy,hard cheese,pip fruit"
3972_2014-10-09,"hygiene articles,soda"
3972_2015-06-08,"bottled water,canned beer"
3973_2014-02-03,"domestic eggs,fruit/vegetable juice,turkey"
3973_2014-06-28,"other vegetables,pickled vegetables"
3973_2015-01-28,"butter,root vegetables"
3973_2015-06-10,"cat food,curd,rolls/buns"
3973_2015-07-27,"coffee,curd"
3973_2015-09-02,"canned beer,coffee,hygiene articles,pip fruit"
3974_2014-08-25,"bottled water,whole milk"
3974_2015-03-05,"frankfurter,sliced cheese"
3974_2015-06-19,"curd,sausage"
3975_2014-04-29,"liquor,soda"
3975_2015-02-27,"hamburger meat,tropical fruit"
3976_2014-03-13,"onions,other vegetables"
3976_2014-08-05,"tropical fruit,yogurt"
3976_2014-10-05,"other vegetables,rolls/buns,specialty cheese"
3976_2014-10-25,"pasta,sliced cheese"
3976_2015-05-08,"onions,packaged fruit/vegetables"
3976_2015-09-20,"bottled water,chicken"
3977_2014-02-01,"brown bread,butter milk,frozen meals,oil"
3977_2015-04-16,"whole milk,yogurt"
3978_2014-09-06,"baking powder,mustard"
3978_2015-07-23,"beef,sausage"
3979_2014-02-26,"canned fish,ice cream"
3979_2015-09-16,"citrus fruit,ham"
3980_2014-05-31,"pip fruit,soda"
3980_2015-04-09,"citrus fruit,pastry,yogurt"
3980_2015-09-16,"cake bar,canned fish,pastry,rolls/buns,root vegetables"
3981_2015-10-02,"dessert,domestic eggs"
3981_2015-12-25,"finished products,spread cheese"
3982_2014-02-13,"canned beer,dessert"
3982_2014-05-27,"dessert,meat"
3982_2014-10-30,"beverages,pip fruit"
3982_2014-11-22,"brown bread,jam,yogurt"
3982_2015-01-28,"liquor (appetizer),soda"
3982_2015-07-25,"sausage,yogurt"
3982_2015-09-29,"root vegetables,salt"
3983_2015-07-20,"butter milk,chicken,sugar"
3983_2015-09-09,"berries,butter,butter milk,chocolate,long life bakery product,napkins,sweet spreads,white bread"
3984_2014-09-02,"other vegetables,soft cheese"
3984_2015-02-03,"canned vegetables,condensed milk,frankfurter,liver loaf"
3985_2014-06-22,"beverages,cake bar"
3985_2015-01-20,"bottled beer,bottled water"
3985_2015-02-18,"beverages,canned beer"
3985_2015-07-24,"candy,canned beer,liver loaf"
3985_2015-10-23,"baking powder,candy,cling film/bags,newspapers,whipped/sour cream,whole milk"
3986_2014-09-08,"chewing gum,oil"
3986_2015-05-26,"citrus fruit,meat"
3986_2015-07-23,"bottled water,coffee"
3986_2015-07-25,"curd,other vegetables,tropical fruit,whole milk"
3986_2015-11-18,"citrus fruit,yogurt"
3987_2014-08-31,"ham,yogurt"
3987_2015-06-17,"citrus fruit,pastry,rolls/buns"
3987_2015-06-18,"pip fruit,sausage"
3987_2015-08-19,"domestic eggs,other vegetables,root vegetables,whole milk"
3989_2014-04-26,"baking powder,ready soups"
3989_2014-09-23,"meat,root vegetables"
3989_2014-10-18,"chicken,rolls/buns"
3990_2014-05-16,"butter,salty snack"
3991_2014-07-03,"kitchen towels,margarine"
3992_2014-04-12,"dessert,specialty bar"
3992_2014-11-15,"UHT-milk,cream cheese "
3993_2015-02-18,"butter milk,fruit/vegetable juice,rolls/buns"
3994_2014-12-02,"onions,soft cheese"
3995_2015-06-26,"brown bread,other vegetables,pip fruit,soda"
3996_2014-05-30,"soda,whole milk"
3996_2014-11-27,"beef,tropical fruit"
3996_2015-08-31,"ham,other vegetables"
3997_2014-11-22,"bottled beer,curd,whole milk"
3997_2015-06-09,"herbs,pork"
3997_2015-07-19,"bottled water,curd cheese,mustard"
3997_2015-10-12,"bottled beer,pork"
3998_2014-01-08,"Instant food products,ice cream,long life bakery product"
3998_2014-08-11,"frozen vegetables,yogurt"
3998_2014-09-10,"canned fish,hygiene articles,root vegetables"
3998_2015-01-23,"citrus fruit,other vegetables"
3998_2015-03-28,"hard cheese,other vegetables,rolls/buns,yogurt"
3998_2015-12-14,"berries,chicken,whipped/sour cream"
3999_2015-02-06,"curd cheese,processed cheese,whole milk"
3999_2015-04-19,"onions,sausage,whipped/sour cream,yogurt"
3999_2015-05-19,"dessert,fruit/vegetable juice"
3999_2015-11-15,"dessert,domestic eggs"
3999_2015-11-16,"frozen meals,rolls/buns"
4001_2014-06-11,"dessert,soda"
4001_2015-03-30,"butter,candy"
4001_2015-06-21,"margarine,soda,tropical fruit"
4002_2014-01-13,"domestic eggs,flour,seasonal products"
4002_2014-07-08,"curd,yogurt"
4002_2014-08-24,"butter milk,pork"
4002_2015-04-30,"sausage,white wine"
4002_2015-08-28,"canned beer,whole milk"
4002_2015-09-03,"tropical fruit,vinegar,whole milk"
4003_2014-11-14,"canned beer,liver loaf,processed cheese"
4003_2014-12-21,"detergent,shopping bags"
4003_2015-11-21,"root vegetables,whole milk"
4003_2015-12-23,"citrus fruit,pork"
4004_2015-04-19,"citrus fruit,coffee"
4004_2015-05-10,"ham,pasta,pastry,root vegetables,sausage,soda,tropical fruit,turkey"
4005_2014-05-13,"mustard,newspapers,rolls/buns,vinegar"
4006_2014-11-25,"napkins,pet care"
4006_2015-06-14,"kitchen towels,root vegetables,sausage"
4006_2015-07-02,"canned beer,newspapers,shopping bags"
4006_2015-12-18,"butter,coffee,other vegetables,whipped/sour cream"
4007_2014-10-05,"canned beer,ice cream,salt,yogurt"
4007_2014-12-09,"bottled beer,specialty chocolate"
4007_2015-03-13,"bottled water,cream cheese ,tropical fruit"
4007_2015-12-23,"citrus fruit,white bread"
4008_2014-10-14,"other vegetables,shopping bags"
4008_2014-12-18,"canned fish,tropical fruit"
4008_2015-05-04,"herbs,pip fruit"
4008_2015-05-19,"margarine,meat,root vegetables"
4009_2014-02-19,"cream cheese ,frozen vegetables"
4009_2014-09-18,"canned fish,whole milk"
4009_2014-12-21,"butter,soda"
4009_2015-07-14,"dish cleaner,newspapers,tropical fruit,whole milk,yogurt"
4010_2014-08-11,"other vegetables,yogurt"
4010_2015-12-29,"brown bread,pork,rolls/buns,yogurt"
4011_2014-08-28,"oil,other vegetables"
4012_2014-11-10,"canned beer,cream cheese "
4012_2015-04-04,"butter,ice cream,nuts/prunes,semi-finished bread"
4012_2015-05-16,"frozen potato products,meat,pork,processed cheese,rolls/buns,salty snack,whole milk"
4013_2014-07-21,"specialty cheese,tropical fruit"
4013_2014-08-04,"canned beer,yogurt"
4013_2014-12-23,"canned vegetables,popcorn"
4013_2015-03-18,"bottled beer,root vegetables,sausage"
4014_2014-02-01,"shopping bags,soda"
4014_2014-05-27,"misc. beverages,yogurt"
4014_2014-07-31,"other vegetables,pip fruit"
4014_2015-11-15,"citrus fruit,soda"
4015_2014-02-17,"bottled beer,canned beer"
4015_2014-05-02,"rolls/buns,shopping bags"
4015_2014-11-10,"pastry,whole milk"
4015_2014-12-18,"hamburger meat,yogurt"
4015_2015-01-10,"curd,whole milk"
4015_2015-02-20,"other vegetables,salt,soft cheese,yogurt"
4015_2015-03-27,"brown bread,citrus fruit,other vegetables"
4016_2014-07-23,"brown bread,coffee,sweet spreads,whole milk"
4016_2015-04-21,"pork,yogurt"
4017_2014-08-28,soda
4017_2015-08-13,pork
4017_2015-10-11,"sausage,yogurt"
4017_2015-11-04,"bottled beer,butter"
4018_2014-02-21,newspapers
4018_2014-02-28,"hard cheese,long life bakery product,whipped/sour cream,yogurt"
4018_2014-09-27,"frozen vegetables,sausage"
4018_2014-10-30,"bottled water,dental care,specialty bar"
4018_2014-11-23,"napkins,soda"
4018_2015-04-28,"hamburger meat,whole milk"
4018_2015-11-17,yogurt
4019_2014-05-18,"bottled water,chewing gum"
4019_2014-10-14,"beverages,yogurt"
4019_2014-10-31,"root vegetables,rum"
4019_2015-02-05,"meat,pastry"
4019_2015-03-19,"grapes,herbs"
4019_2015-07-24,"domestic eggs,margarine,rolls/buns"
4019_2015-08-06,"pork,sliced cheese"
4019_2015-08-28,"sauces,whole milk"
4020_2014-12-01,"frozen potato products,whole milk"
4020_2015-04-11,"bottled beer,napkins,yogurt"
4021_2014-04-23,"napkins,newspapers"
4021_2014-09-09,"other vegetables,yogurt"
4021_2014-10-31,"other vegetables,yogurt"
4022_2014-07-10,"UHT-milk,oil,roll products "
4022_2015-04-24,"chicken,herbs,soda"
4022_2015-07-31,"chicken,yogurt"
4023_2015-01-21,"ice cream,soda"
4024_2014-03-30,"UHT-milk,white bread"
4024_2014-10-15,"butter,other vegetables"
4024_2014-11-21,"bottled beer,liver loaf"
4024_2014-11-22,"dog food,yogurt"
4024_2015-03-11,"grapes,ice cream"
4024_2015-10-16,"margarine,other vegetables,pork"
4025_2014-04-10,"sausage,yogurt"
4025_2014-05-03,"UHT-milk,other vegetables"
4025_2015-04-27,"long life bakery product,other vegetables"
4025_2015-11-04,"citrus fruit,dental care,pip fruit,shopping bags,soda,yogurt"
4027_2015-05-12,"soda,whipped/sour cream"
4027_2015-06-29,"pip fruit,whipped/sour cream"
4028_2014-04-29,"red/blush wine,tropical fruit"
4028_2014-06-12,"coffee,whipped/sour cream"
4028_2014-10-10,"other vegetables,semi-finished bread"
4028_2015-07-08,"frankfurter,napkins,other vegetables,pastry"
4029_2014-10-27,soda
4030_2014-05-20,"brown bread,onions"
4030_2014-05-29,"butter,margarine"
4030_2015-07-04,"brown bread,cake bar,canned beer,chicken,domestic eggs,fruit/vegetable juice,sausage,tropical fruit"
4030_2015-08-15,"herbs,pastry,seasonal products,yogurt"
4030_2015-12-22,"berries,bottled water,other vegetables,pip fruit"
4031_2015-01-03,"frankfurter,other vegetables,soda"
4031_2015-01-14,"other vegetables,root vegetables"
4031_2015-10-18,"sausage,soda"
4032_2014-07-18,"frozen vegetables,root vegetables"
4032_2015-08-10,"other vegetables,sausage"
4033_2014-02-25,"whipped/sour cream,white bread"
4033_2014-03-18,"frozen vegetables,soft cheese"
4033_2015-06-06,"root vegetables,turkey"
4034_2014-08-29,"citrus fruit,specialty bar"
4034_2015-08-29,"frankfurter,whole milk"
4034_2015-11-13,"rolls/buns,whole milk"
4035_2014-07-14,"butter,sugar"
4035_2015-01-12,"canned beer,sausage,spices"
4035_2015-07-26,"frozen dessert,yogurt"
4035_2015-08-03,"chicken,frozen vegetables,packaged fruit/vegetables,sausage,whole milk"
4036_2014-01-22,"cat food,whipped/sour cream"
4036_2014-06-14,"domestic eggs,hygiene articles,misc. beverages,rolls/buns"
4036_2014-06-20,"canned beer,honey"
4036_2014-08-03,"cream cheese ,pastry"
4036_2015-05-26,"pip fruit,whole milk"
4037_2014-05-05,"beef,oil,tea"
4037_2014-12-26,"ice cream,pasta"
4037_2015-05-09,"canned fish,frozen dessert,soda"
4037_2015-12-29,"citrus fruit,root vegetables"
4038_2014-06-23,"canned beer,yogurt"
4038_2015-07-08,"citrus fruit,frankfurter,newspapers,salty snack,white wine"
4038_2015-11-06,"beverages,bottled water,processed cheese,root vegetables,tropical fruit,white bread,yogurt"
4039_2014-04-30,"beverages,whole milk"
4039_2014-05-18,"hamburger meat,hygiene articles"
4039_2015-01-19,"pip fruit,vinegar"
4039_2015-12-27,"bottled water,condensed milk,misc. beverages,other vegetables,pastry"
4040_2014-06-27,"hygiene articles,yogurt"
4040_2014-11-14,"chocolate,herbs,margarine,rolls/buns"
4040_2015-03-03,"berries,sausage"
4040_2015-04-03,"soft cheese,whole milk,yogurt"
4041_2014-04-25,"canned fish,white bread"
4041_2015-09-07,"grapes,rolls/buns,whole milk,yogurt"
4041_2015-10-16,"frozen potato products,soda,white wine"
4042_2014-01-25,"domestic eggs,root vegetables"
4042_2014-07-15,"rolls/buns,tropical fruit"
4042_2014-07-26,"canned beer,frozen dessert"
4042_2015-04-30,"citrus fruit,yogurt"
4042_2015-08-08,"beverages,frozen vegetables,meat,salty snack,sausage,white wine"
4042_2015-12-17,"frankfurter,soda"
4043_2015-01-21,"frankfurter,other vegetables"
4044_2014-06-30,"coffee,other vegetables"
4044_2014-07-08,"cream cheese ,semi-finished bread,sliced cheese"
4044_2015-08-26,"margarine,napkins,packaged fruit/vegetables"
4044_2015-12-01,"frankfurter,hamburger meat"
4045_2014-02-11,"beverages,pastry"
4045_2014-03-02,"beef,pip fruit,rolls/buns"
4045_2014-07-30,"coffee,tropical fruit,waffles,whipped/sour cream"
4045_2015-12-22,"bottled water,whole milk"
4046_2014-03-31,"pip fruit,shopping bags"
4046_2014-11-26,"citrus fruit,oil,salty snack"
4046_2014-12-06,"butter,meat"
4046_2014-12-29,"root vegetables,semi-finished bread"
4047_2014-04-04,"shopping bags,yogurt"
4047_2015-03-06,"beverages,cream cheese "
4048_2014-04-12,"fruit/vegetable juice,rolls/buns,specialty chocolate"
4048_2014-07-03,"ice cream,margarine"
4048_2015-05-08,"domestic eggs,other vegetables,rolls/buns"
4049_2014-07-06,"beverages,canned fish,frankfurter"
4049_2014-12-23,"dishes,frozen fish"
4049_2015-08-01,"chicken,citrus fruit,curd,semi-finished bread,specialty chocolate,tropical fruit,whole milk"
4050_2014-03-07,"UHT-milk,curd,flower (seeds)"
4050_2014-03-09,"beef,whole milk"
4050_2015-07-06,"butter,chicken,curd,flower (seeds)"
4051_2014-12-18,"bottled water,waffles,white bread"
4051_2015-01-28,"napkins,whole milk"
4052_2014-05-17,"UHT-milk,specialty vegetables"
4052_2015-04-21,"bottled beer,shopping bags,whole milk"
4053_2015-03-22,"canned beer,chicken,frankfurter,softener,vinegar,whole milk"
4054_2014-10-05,"cream cheese ,napkins,whipped/sour cream"
4054_2015-05-06,"rolls/buns,whole milk"
4055_2014-03-25,"cat food,soda,tropical fruit"
4056_2014-05-10,"salty snack,tropical fruit"
4056_2014-06-16,"cream cheese ,rolls/buns,yogurt"
4056_2014-10-03,"domestic eggs,soda"
4056_2015-06-12,"chewing gum,chicken,liquor,soda,yogurt"
4056_2015-08-29,"herbs,packaged fruit/vegetables"
4056_2015-10-20,"root vegetables,tropical fruit"
4058_2014-02-07,"berries,flour,whole milk"
4058_2014-12-18,"butter milk,specialty cheese"
4058_2015-12-30,"cream cheese ,domestic eggs"
4059_2014-06-13,"UHT-milk,bottled water"
4059_2015-01-05,"frankfurter,whole milk"
4059_2015-05-07,"curd,flour,frozen meals,sausage,whipped/sour cream"
4060_2014-10-01,"domestic eggs,napkins,other vegetables"
4060_2014-10-11,"rolls/buns,tropical fruit"
4060_2015-12-11,"canned beer,specialty chocolate"
4061_2014-05-03,"canned beer,whole milk"
4061_2014-07-04,"dish cleaner,frozen potato products"
4061_2015-05-09,"berries,instant coffee"
4062_2014-11-27,"sugar,yogurt"
4063_2015-07-14,"pastry,sausage,soda,spices,whole milk"
4063_2015-11-12,"bottled water,pastry,sausage"
4064_2015-02-10,"citrus fruit,coffee"
4064_2015-06-05,"frankfurter,hamburger meat"
4064_2015-09-17,"butter milk,citrus fruit"
4065_2014-01-13,"brown bread,pastry"
4065_2014-05-06,"bottled beer,flower (seeds)"
4065_2014-10-12,"bottled water,semi-finished bread"
4065_2015-05-05,"canned beer,shopping bags"
4065_2015-05-11,"margarine,other vegetables"
4065_2015-07-07,"other vegetables,pastry,rolls/buns"
4066_2014-01-24,"hamburger meat,sliced cheese"
4066_2014-08-07,"citrus fruit,zwieback"
4066_2014-11-01,"chewing gum,fruit/vegetable juice"
4066_2014-12-02,whole milk
4067_2014-01-13,"specialty chocolate,whole milk"
4067_2014-04-29,"condensed milk,tropical fruit"
4067_2015-10-16,"domestic eggs,pastry"
4068_2014-06-29,"canned beer,onions"
4068_2015-01-10,"frankfurter,yogurt"
4068_2015-11-19,"newspapers,tropical fruit"
4068_2015-12-11,"bottled beer,butter,detergent,pip fruit,specialty bar"
4069_2014-08-04,"baking powder,brown bread"
4069_2014-08-10,"Instant food products,pickled vegetables"
4069_2015-05-03,"newspapers,other vegetables,pastry,pork,pot plants,rolls/buns,soda"
4070_2014-03-08,"soft cheese,specialty chocolate"
4070_2014-05-28,"butter milk,cake bar"
4070_2015-07-27,"other vegetables,sausage"
4071_2014-06-26,"chocolate,shopping bags"
4071_2014-12-16,"beverages,other vegetables"
4071_2015-09-19,"sausage,soda"
4071_2015-10-15,"butter,napkins,onions"
4072_2015-08-14,"canned beer,chicken"
4073_2014-01-30,"UHT-milk,berries"
4073_2014-04-26,"detergent,misc. beverages"
4073_2015-01-29,"berries,dessert"
4073_2015-02-13,"butter milk,whipped/sour cream"
4073_2015-11-02,"UHT-milk,bottled beer,newspapers,rolls/buns,tropical fruit"
4074_2014-03-11,"dog food,tropical fruit,whole milk"
4074_2014-11-14,"herbs,yogurt"
4074_2015-05-27,"cream cheese ,pork"
4074_2015-09-10,"flour,whole milk"
4075_2014-03-08,"butter,whole milk"
4075_2014-05-25,"margarine,other vegetables"
4075_2014-12-02,"brown bread,cream cheese "
4075_2015-01-05,"bottled water,turkey"
4076_2014-04-07,"tropical fruit,whole milk"
4076_2014-08-02,"dessert,other vegetables"
4076_2014-11-17,"other vegetables,whole milk"
4076_2014-11-18,"bathroom cleaner,rolls/buns"
4076_2015-05-22,"detergent,meat,roll products "
4077_2014-01-31,"coffee,whole milk"
4077_2014-04-08,"misc. beverages,oil"
4077_2014-09-29,"hamburger meat,newspapers"
4077_2014-12-25,"bottled water,sauces"
4077_2015-03-18,"canned beer,curd cheese,pastry,yogurt"
4077_2015-08-04,"other vegetables,pip fruit"
4078_2014-01-11,"ham,hard cheese"
4078_2014-06-21,"margarine,soda"
4078_2014-09-27,"cream cheese ,pip fruit"
4078_2015-04-18,"berries,shopping bags"
4078_2015-04-25,"frankfurter,pip fruit,specialty chocolate"
4078_2015-11-14,"beef,canned beer,fruit/vegetable juice,newspapers,pork"
4079_2014-03-18,"curd,root vegetables"
4079_2015-08-17,"frankfurter,whole milk"
4079_2015-09-20,"pork,whole milk"
4080_2014-04-23,"citrus fruit,whipped/sour cream"
4080_2014-09-22,"candy,whole milk"
4080_2014-11-10,"canned beer,salty snack"
4080_2015-07-03,"photo/film,whole milk"
4081_2014-01-11,"domestic eggs,pip fruit"
4081_2014-04-16,"chocolate marshmallow,newspapers"
4081_2015-10-20,"rolls/buns,whole milk"
4082_2014-05-07,"dish cleaner,domestic eggs,pastry"
4082_2014-07-01,"ham,yogurt"
4082_2014-08-03,"berries,pip fruit"
4082_2015-01-18,"brandy,specialty chocolate"
4082_2015-05-01,"root vegetables,whole milk"
4083_2014-08-15,"chocolate,newspapers"
4084_2014-04-19,"beef,margarine"
4084_2014-04-23,"fruit/vegetable juice,packaged fruit/vegetables"
4084_2014-09-28,"bottled water,cream cheese ,curd"
4084_2014-11-28,"other vegetables,tidbits"
4084_2015-11-03,"beef,semi-finished bread"
4085_2014-04-15,"bottled water,potato products"
4085_2014-05-08,"butter,whipped/sour cream"
4085_2014-07-30,"sliced cheese,yogurt"
4085_2015-09-29,"canned beer,newspapers"
4086_2014-01-14,"dishes,napkins,pastry,semi-finished bread"
4086_2014-06-17,"root vegetables,seasonal products"
4086_2014-08-30,"napkins,pastry"
4086_2014-10-17,"dessert,tropical fruit"
4086_2014-11-15,"pastry,salty snack"
4087_2014-09-04,"other vegetables,pork"
4087_2015-08-26,"butter,frankfurter,long life bakery product"
4088_2014-02-18,"oil,onions"
4088_2015-01-13,"chicken,curd,pip fruit"
4088_2015-03-05,"chocolate marshmallow,detergent,yogurt"
4088_2015-09-23,"canned vegetables,whole milk"
4089_2014-03-15,"hamburger meat,ice cream"
4089_2014-03-18,"bottled water,dessert"
4089_2015-10-04,"rolls/buns,sausage"
4090_2014-06-03,"shopping bags,specialty bar"
4090_2014-09-16,"pot plants,yogurt"
4090_2015-02-26,"cream cheese ,curd"
4091_2014-03-31,"cat food,dental care,packaged fruit/vegetables"
4091_2014-06-06,"bottled beer,other vegetables"
4091_2014-06-30,"meat spreads,sliced cheese"
4091_2014-08-26,"cream cheese ,rolls/buns"
4091_2015-02-25,"sausage,whole milk"
4091_2015-12-28,"domestic eggs,waffles,yogurt"
4092_2014-06-19,"berries,root vegetables"
4092_2015-03-29,"beef,whole milk"
4092_2015-06-14,"candy,onions"
4092_2015-09-30,"berries,butter,sausage,tropical fruit"
4093_2014-07-08,"pip fruit,white bread"
4093_2014-09-08,"citrus fruit,herbs"
4094_2014-01-22,"margarine,onions"
4094_2014-07-14,"fruit/vegetable juice,other vegetables,yogurt"
